Url,Name,Price,Value,Category,SKU,Present,Time Take,Color,Size,Region,Description
https://www.dior.com/en_us/products/couture-S0027OCAL_M413_TU-lady-dior-lambskin-wallet,lady dior lambskin wallet,610,USD,women/small leather goods/wallets/lady dior,S0027OCAL_M413_TU,В наличии,0.5502824783325195,Pink,None,USA,"""Lady Dior"" Eden wallet in powder pink ""Cannage"" lambskin, jewellery in light gold-tone metal."
https://www.dior.com/en_us/products/couture-S0178OVRB_M900_TU-lady-dior-calfskin-wallet,lady dior calfskin wallet,510,USD,women/small leather goods/wallets/lady dior,S0178OVRB_M900_TU,В наличии,0.5959346294403076,Black,None,USA,Lady Dior mini wallet in black patent Cannage calfskin.
https://www.dior.com/en_us/products/couture-S0027OCAL_M900_TU-lady-dior-lambskin-wallet,lady dior lambskin wallet,610,USD,women/small leather goods/wallets/lady dior,S0027OCAL_M900_TU,В наличии,0.6051375865936279,Black,None,USA,"""Lady Dior"" Eden wallet in black ""Cannage"" lambskin, jewellery in light gold-tone metal."
https://www.dior.com/en_us/products/couture-S0027PCAL_M900_TU-lady-dior-lambskin-wallet,lady dior lambskin wallet,610,USD,women/small leather goods/wallets/lady dior,S0027PCAL_M900_TU,В наличии,0.6158449649810791,Black,None,USA,"""Lady Dior"" Eden wallet in black ""Cannage"" lambskin, jewellery in silver-tone metal."
https://www.dior.com/en_us/products/couture-S0178OVRB_M85B_TU-lady-dior-wallet-in-blue-calfskin,lady dior wallet in blue calfskin,510,USD,women/small leather goods/wallets/lady dior,S0178OVRB_M85B_TU,В наличии,0.6271500587463379,Blue,None,USA,Lady Dior mini wallet in indigo blue patent 'Cannage' calfskin.
https://www.dior.com/en_us/products/couture-R0712DVOCY_D908-dio-r-evolution-ring,dio(r)evolution ring,310,USD,women/jewels/rings,R0712DVOCY_D908,Нет в наличии,0.7078361511230469,Gold,S M L XL,USA,Dio(r)evolution ring in gold-tone finish aged metal and white crystals.
https://www.dior.com/en_us/products/couture-N0717CDLCY_D301_TU-clair-d-lune-necklace-in-gold-tone-metal,clair d lune necklace in gold-tone metal,330,USD,women/jewels/necklaces,N0717CDLCY_D301_TU,Нет в наличии,0.7219934463500977,Gold,None,USA,Clair D Lune necklace in gold-tone finish metal and white crystals.
https://www.dior.com/en_us/products/couture-N0858SYDCY_D301_TU-shiny-d-necklace,shiny-d necklace,490,USD,women/jewels/necklaces,N0858SYDCY_D301_TU,В наличии,0.664508581161499,Multi-coloured,None,USA,"Shiny-D short necklace in gold-tone finish metal, white crystals and white cultured pearl."
https://www.dior.com/en_us/products/couture-N0967LAVCY_D908_TU-l-amour-avenir-necklace,l'amour avenir necklace,690,USD,women/jewels/necklaces,N0967LAVCY_D908_TU,Нет в наличии,0.6920523643493652,Gold,None,USA,L'Amour Avenir necklace in gold-tone finish aged metal and white crystals.
https://www.dior.com/en_us/products/couture-N0430RODRS_D908_TU-diorodeo-necklace,diorodeo necklace,890,USD,women/jewels/necklaces,N0430RODRS_D908_TU,Нет в наличии,0.6863479614257812,White,None,USA,Diorodeo lion necklace in gold-tone finish aged metal with white resin bead.
https://www.dior.com/en_us/products/couture-N0995DMRLQ_D919_TU-mini-dioramour-heart-pendant-necklace,"mini ""dioramour"" heart pendant necklace",520,USD,women/jewels/necklaces,N0995DMRLQ_D919_TU,Нет в наличии,0.6126604080200195,Gold,None,USA,"Mini ""Dioramour"" heart pendant necklace in metal with antique gold finish and multicolored lacquer."
https://www.dior.com/en_us/products/couture-N0431RODRS_D910_TU-diorodeo-necklace,diorodeo necklace,890,USD,women/jewels/necklaces,N0431RODRS_D910_TU,Нет в наличии,0.5193722248077393,Black,None,USA,Diorodeo horse necklace in gold-tone finish aged metal with black resin bead.
https://www.dior.com/en_us/products/couture-N0685DPBCY_D909_TU-d-porte-bonheur-choker,d porte-bonheur choker,390,USD,women/jewels/chokers,N0685DPBCY_D909_TU,Нет в наличии,0.4220402240753174,Black,None,USA,"D Porte-Bonheur Choker Star in aged palladium finish metal, white crystals and black velvet ribbon."
https://www.dior.com/en_us/products/couture-N0427DVOMT_D907_TU-dio-r-evolution-necklace,dio(r)evolution necklace,600,USD,women/jewels/necklaces,N0427DVOMT_D907_TU,Нет в наличии,0.4667649269104004,Gold,None,USA,Dio(r)evolution necklace in gold-tone finish aged metal.
https://www.dior.com/en_us/products/couture-N0452SLEMT_D300_TU-sous-les-etoiles-necklace,sous les etoiles necklace,880,USD,women/jewels/necklaces,N0452SLEMT_D300_TU,Нет в наличии,0.5479280948638916,Gold,None,USA,Sous les Etoiles necklace in gold-tone finish metal with white resin bead.
https://www.dior.com/en_us/products/couture-N0682DVOCY_D909_TU-dio-r-evolution-choker-in-aged-palladium-finish-metal,dio(r)evolution choker in aged palladium finish metal,430,USD,women/jewels/chokers,N0682DVOCY_D909_TU,Нет в наличии,0.44583582878112793,Black,None,USA,"Dio(r)evolution Choker in aged palladium finish metal, white crystals and black velvet ribbon."
https://www.dior.com/en_us/products/couture-N0681ADRCY_D909_TU-j-adior-choker,j'adior choker,430,USD,women/jewels/chokers,N0681ADRCY_D909_TU,Нет в наличии,0.5033848285675049,Black,None,USA,"J'Adior Choker in aged palladium finish metal, white crystals and black velvet ribbon."
https://www.dior.com/en_us/products/couture-N0685DPBMT_D907_TU-d-porte-bonheur-choker,d porte-bonheur choker,340,USD,women/jewels/chokers,N0685DPBMT_D907_TU,Нет в наличии,0.5238571166992188,Black,None,USA,J’Adior Star choker in gold-tone metal finish and gros-grain black ribbon.
https://www.dior.com/en_us/products/couture-N0681ADRCY_D942_TU-j-adior-choker,j'adior choker,430,USD,women/jewels/chokers,N0681ADRCY_D942_TU,Нет в наличии,0.5624442100524902,Silver,None,USA,"J'Adior choker in aged palladium finish metal, multi-coloured crystals and black grosgrain ribbon."
https://www.dior.com/en_us/products/couture-N0681ADRMT_D907_TU-j-adior-choker,j'adior choker,390,USD,women/jewels/chokers,N0681ADRMT_D907_TU,Нет в наличии,0.6021273136138916,Black,None,USA,J’Adior chain Choker in gold-tone finish aged metal.
https://www.dior.com/en_us/products/couture-N0912AMUMT_D907_TU-amulettes-d-amour-choker,amulettes d'amour choker,1000,USD,women/jewels/chokers,N0912AMUMT_D907_TU,Нет в наличии,0.5494227409362793,Gold,None,USA,amulettes d'amour choker in aged gold-tone and palladium-finish metal.
https://www.dior.com/en_us/products/couture-N0958ADRMT_D907_TU-j-adior-choker,j'adior choker,650,USD,women/jewels/chokers,N0958ADRMT_D907_TU,Нет в наличии,0.5395867824554443,Gold,None,USA,J'Adior torque choker in gold-tone finish aged metal.
https://www.dior.com/en_us/products/couture-N0437DTFMT_D907_TU-dior-trefle-choker,dior trèfle choker,590,USD,women/jewels/chokers,N0437DTFMT_D907_TU,Нет в наличии,0.5078771114349365,Gold,None,USA,Dior Trèfle choker in gold-tone finish aged metal.
https://www.dior.com/en_us/products/couture-N0969LAVCY_D908_TU-l-amour-avenir-choker,l'amour avenir choker,570,USD,women/jewels/chokers,N0969LAVCY_D908_TU,Нет в наличии,0.5561389923095703,Gold,None,USA,L'Amour Avenir choker in gold-tone finish aged metal and white crystals.
https://www.dior.com/en_us/products/couture-N0440RNDCY_D301_TU-d-round-choker,d-round choker,490,USD,women/jewels/chokers,N0440RNDCY_D301_TU,Нет в наличии,0.5380191802978516,Gold,None,USA,D-Round choker in gold-tone finish metal and white crystals.
https://www.dior.com/en_us/products/couture-N0433RODRS_D908_TU-diorodeo-choker,diorodeo choker,990,USD,women/jewels/chokers,N0433RODRS_D908_TU,Нет в наличии,0.6243271827697754,White,None,USA,Diorodeo horse choker in gold-tone finish aged metal and white resin.
https://www.dior.com/en_us/products/couture-N0453SLECY_D301_TU-sous-les-etoiles-choker,sous les etoiles choker,790,USD,women/jewels/chokers,N0453SLECY_D301_TU,Нет в наличии,0.5549418926239014,Gold,None,USA,Sous les Etoiles choker in gold-tone finish metal and white crystals.
https://www.dior.com/en_us/products/couture-B0835TRERS_D301_TU-la-petite-tribale-bracelet,la petite tribale bracelet,320,USD,women/jewels/bracelets,B0835TRERS_D301_TU,Нет в наличии,0.5950961112976074,White,None,USA,La petite Tribale bracelet in gold-tone finish metal and white resin beads.
https://www.dior.com/en_us/products/couture-N0424ADRMT_D907_TU-j-adior-choker,j'adior choker,520,USD,women/jewels/chokers,N0424ADRMT_D907_TU,Нет в наличии,0.6769659519195557,Gold,None,USA,J'Adior choker in gold-tone finish aged metal.
https://www.dior.com/en_us/products/couture-B0835TRECY_D032_TU-la-petite-tribale-bracelet,la petite tribale bracelet,430,USD,women/jewels/bracelets,B0835TRECY_D032_TU,Нет в наличии,0.6212108135223389,Gold,None,USA,La petite Tribale bracelet in gold-tone finish metal and gold-tone crystals.
https://www.dior.com/en_us/products/couture-B0835TRECY_D205_TU-la-petite-tribale-bracelet,la petite tribale bracelet,430,USD,women/jewels/bracelets,B0835TRECY_D205_TU,Нет в наличии,0.5848462581634521,Silver,None,USA,La petite Tribale bracelet in palladium-finish metal and black crystals.
https://www.dior.com/en_us/products/couture-B0998LEACY_D910_TU-bee-triple-loop-bracelet,bee triple-loop bracelet,400,USD,women/jewels/bracelets,B0998LEACY_D910_TU,Нет в наличии,0.5710313320159912,Black,None,USA,"""Abeille"" triple bracelet in black calfskin leather, aged gold-tone finish metal and white crystals."
https://www.dior.com/en_us/products/couture-B0904PDSFW_D301_TU-perles-de-desir-bracelet,perles de désir bracelet,400,USD,women/jewels/bracelets,B0904PDSFW_D301_TU,Нет в наличии,0.6189043521881104,White,None,USA,perles de désir bracelet in gold-tone finish metal and white cultured pearl.
https://www.dior.com/en_us/products/couture-B0937DTFMT_D907_TU-dior-trefle-bracelet,dior trèfle bracelet,490,USD,women/jewels/bracelets,B0937DTFMT_D907_TU,Нет в наличии,0.5683188438415527,Gold,None,USA,Dior Trèfle bracelet in gold-tone finish aged metal.
